Battery_ID,Cycle_Index,Discharge_Capacity_Ah,Capacity_Fade_Ah,SoH_%,Internal_Resistance_Ohm,Resistance_Growth_Ohm,Battery_Temperature_C,Avg_Voltage_V,Avg_Current_A,Charge_Time_min,Energy_Efficiency_%,Capacity_Retention_%,Degradation_Rate,Cycles_Completed,Normalized_Cycle,RUL_Cycles
Battery_002,1,49.96536841766366,0.03463158233633834,99.93073683532732,0.015015789088193218,1.578908819321878e-05,21.13482435725033,359.8466055948026,86.38333552956551,30.41484637790281,96.29104904920365,99.93073683532732,0.0150015,1,0.0011750881316098707,664
Battery_002,2,50.03493192814611,-0.034931928146107794,100.06986385629222,0.015033356986856707,3.3356986856707474e-05,28.571641627304857,362.61332651594944,59.875483043670485,30.308258342814412,94.49850170528114,100.06986385629222,0.015002999999999999,2,0.0023501762632197414,668
Battery_002,3,49.976052942756525,0.023947057243475456,99.95210588551305,0.015046358094597383,4.635809459738356e-05,22.597582006210644,359.9630537018601,100.9384547931177,27.46305602584646,94.16740280041273,99.95210588551305,0.015004499999999999,3,0.0035252643948296123,665
Battery_002,4,49.91629412287396,0.08370587712604305,99.83258824574791,0.015061631982777433,6.163198277743358e-05,28.79205352674147,357.8228537804419,81.88797126957166,28.24556561597842,95.95839924956559,99.83258824574791,0.015005999999999999,4,0.004700352526439483,661
Battery_002,5,49.91903829311072,0.08096170688928339,99.83807658622143,0.015075653369695387,7.565336969538733e-05,25.08412062426456,360.9622953894112,120.97263061595565,27.848178153398106,93.98868947542486,99.83807658622143,0.015007499999999998,5,0.005875440658049354,661
Battery_002,6,49.91798344756386,0.08201655243613715,99.83596689512773,0.01508591798825849,8.591798825849026e-05,27.90650924304571,360.93008435421206,69.06847375507084,28.613936042510236,94.65471569045069,99.83596689512773,0.015008999999999998,6,0.007050528789659225,661
Battery_002,7,49.89752695534907,0.1024730446509281,99.79505391069814,0.015106574185949474,0.00010657418594947447,18.364933076671527,358.827598391848,71.91801302258833,28.570533674931607,92.05303393843437,99.79505391069814,0.015010499999999998,7,0.008225616921269096,659
Battery_002,8,49.83269468836614,0.16730531163386075,99.66538937673228,0.015113473207372078,0.00011347320737207893,24.79515797323353,359.22918718325093,67.36861834942852,31.78104402264326,95.70212661439497,99.66538937673228,0.015011999999999998,8,0.009400705052878966,655
Battery_002,9,49.86862646633705,0.131373533662952,99.7372529326741,0.015135600601413592,0.00013560060141359215,22.5886552449671,359.0002606020176,45.84701233749564,29.710013000133113,95.6799833578663,99.7372529326741,0.015013499999999997,9,0.010575793184488837,657
Battery_002,10,49.88370824741937,0.11629175258062929,99.76741649483874,0.015148776100710472,0.00014877610071047272,26.65126971577055,356.91142725197756,71.34143359203152,29.322292866055445,96.3736595010644,99.76741649483874,0.015014999999999997,10,0.011750881316098707,658
Battery_002,11,49.84464183652303,0.1553581634769685,99.68928367304606,0.015167471277114403,0.00016747127711440324,26.520874474712606,359.7347264053783,110.64730661698259,25.647960293024024,95.01695071423833,99.68928367304606,0.0150165,11,0.012925969447708578,656
Battery_002,12,49.84802907129099,0.1519709287090123,99.69605814258198,0.015170543032734036,0.0001705430327340364,27.725269425006683,358.9348949013167,82.19631857684082,28.721302389695516,95.81814110075584,99.69605814258198,0.015018,12,0.01410105757931845,656
Battery_002,13,49.79753745296941,0.20246254703059208,99.59507490593882,0.015199228984281787,0.00019922898428178723,26.535131694456947,358.80128242188,90.03718380791051,28.978384798193105,94.91136663673069,99.59507490593882,0.0150195,13,0.01527614571092832,653
Battery_002,14,49.78204114096276,0.217958859037239,99.56408228192552,0.015214499559331943,0.00021449955933194355,26.867735319850325,359.53336073332076,66.28576445688678,27.79104169718933,94.97114408086532,99.56408228192552,0.015021,14,0.01645123384253819,652
Battery_002,15,49.758855227671205,0.24114477232879494,99.51771045534241,0.01521561001921213,0.0002156100192121299,21.27430920662347,361.14358576088415,66.8004723002111,32.51685199450377,94.46708705306024,99.51771045534241,0.015022500000000001,15,0.01762632197414806,650
Battery_002,16,49.79060544087902,0.20939455912098026,99.58121088175804,0.015245835820087372,0.0002458358200873728,22.8049348708844,357.5932352149504,41.93359045939359,28.758705194203745,96.70162032449997,99.58121088175804,0.015024000000000001,16,0.01880141010575793,652
Battery_002,17,49.73430244812693,0.26569755187306754,99.46860489625386,0.015255726219750366,0.00025572621975036673,29.209658072170686,359.5789262593655,81.5178207704155,31.64485635263765,95.0892047731363,99.46860489625386,0.0150255,17,0.0199764982373678,648
Battery_002,18,49.727027322374916,0.27297267762508426,99.45405464474983,0.015266392753284012,0.00026639275328401227,25.552740468131034,360.548454441833,115.64009173997442,31.00758501051737,95.54364527140619,99.45405464474983,0.015027,18,0.021151586368977675,648
Battery_002,19,49.72120176767907,0.2787982323209306,99.44240353535814,0.015284563353177983,0.0002845633531779832,26.877671353346866,360.63173636967065,62.272763279617095,27.543740085385934,94.24372500535766,99.44240353535814,0.0150285,19,0.022326674500587545,648
Battery_002,20,49.70469154858249,0.2953084514175117,99.40938309716498,0.015304349358088106,0.0003043493580881067,22.384002964916498,356.92080657454017,69.81102686657968,30.082206801327477,93.60270889026658,99.40938309716498,0.01503,20,0.023501762632197415,646
Battery_002,21,49.66543622677957,0.33456377322043096,99.33087245355914,0.015319336417050433,0.00031933641705043404,25.604512970245406,359.67649457216845,72.88635536778905,28.985316193359495,94.39033326293779,99.33087245355914,0.0150315,21,0.024676850763807285,644
Battery_002,22,49.681746004854496,0.3182539951455041,99.36349200970899,0.015322543398943294,0.00032254339894329485,30.33828986292729,359.9383505053914,69.2823979141857,32.143853013681344,95.96382967811894,99.36349200970899,0.015033,22,0.025851938895417155,645
Battery_002,23,49.64594804875994,0.3540519512400593,99.29189609751988,0.015343917076051174,0.0003439170760511749,29.88582804582442,361.410871244438,80.58871315136216,28.224111846362593,94.25912757480516,99.29189609751988,0.0150345,23,0.02702702702702703,643
Battery_002,24,49.66496139361173,0.33503860638826666,99.32992278722347,0.01535484892351993,0.0003548489235199303,24.798182128102496,359.62250766865515,61.545706271846655,32.756911426924894,95.41194636361801,99.32992278722347,0.015035999999999999,24,0.0282021151586369,644
Battery_002,25,49.674301147738134,0.32569885226186557,99.34860229547627,0.015378907304479288,0.0003789073044792885,22.557989142655586,359.8789713563855,99.76043347031712,32.666501694055626,93.9293858192068,99.34860229547627,0.015037499999999999,25,0.02937720329024677,644
Battery_002,26,49.58657755744112,0.4134224425588826,99.17315511488223,0.015384301814404455,0.0003843018144044554,30.27248035374445,359.79603393872424,63.575627515825786,30.865423705951372,94.57078977238041,99.17315511488223,0.015038999999999999,26,0.03055229142185664,639
Battery_002,27,49.56959196327586,0.4304080367241383,99.13918392655172,0.015405180919719784,0.0004051809197197845,26.047996556463314,361.0704370212036,66.88624948467454,27.215748942678655,93.63377246910936,99.13918392655172,0.015040499999999998,27,0.03172737955346651,637
Battery_002,28,49.55650781441419,0.4434921855858107,99.11301562882838,0.015417865364119836,0.0004178653641198366,22.35402582789472,359.93513763464733,57.679344739810404,30.69808529029999,96.67116750667141,99.11301562882838,0.015041999999999998,28,0.03290246768507638,637
Battery_002,29,49.57757770679409,0.42242229320591207,99.15515541358818,0.015437253785058561,0.00043725378505856186,31.083111939485775,360.4008049778252,91.30248734705206,30.060097416444787,94.63653556704334,99.15515541358818,0.015043499999999998,29,0.03407755581668625,638
Battery_002,30,49.54686740330835,0.4531325966916526,99.0937348066167,0.01544799287226214,0.0004479928722621405,26.164899194873218,359.44448250366435,55.10743065683549,33.96913787889052,95.05727107359033,99.0937348066167,0.015044999999999998,30,0.03525264394829612,636
Battery_002,31,49.52698892595123,0.4730110740487703,99.05397785190246,0.015466105879893647,0.00046610587989364717,28.33752265467439,357.5872914393166,77.89878547039508,28.356843091873454,97.29272650017656,99.05397785190246,0.0150465,31,0.036427732079905996,635
Battery_002,32,49.52191865119422,0.47808134880578024,99.04383730238844,0.015474111271762002,0.0004741112717620028,36.36244264526491,358.50781872360807,75.81840163847585,30.478459924259592,93.7760187413158,99.04383730238844,0.015048,32,0.03760282021151586,634
Battery_002,33,49.509550300437404,0.4904496995625962,99.01910060087481,0.0154839462991682,0.00048394629916820135,28.83936377377876,357.8912957301376,71.69356955379376,32.27859751423484,94.40775989826263,99.01910060087481,0.0150495,33,0.038777908343125736,633
Battery_002,34,49.484177306322565,0.5158226936774355,98.96835461264513,0.01550493961278635,0.0005049396127863506,31.886239599532384,359.49983699485176,58.34430103461666,31.155424821610413,93.44700204060133,98.96835461264513,0.015051,34,0.0399529964747356,632
Battery_002,35,49.51622285734974,0.4837771426502613,99.03244571469948,0.015525998189803542,0.0005259981898035424,22.690281685373982,359.7300364503234,74.43848655903373,28.24610438108195,94.96976548783677,99.03244571469948,0.0150525,35,0.041128084606345476,634
Battery_002,36,49.466877045853444,0.5331229541465561,98.93375409170689,0.015545688668162838,0.0005456886681628383,25.828058261822726,359.0408143786654,83.20266073090367,34.036629443773165,94.26689474934638,98.93375409170689,0.015054,36,0.04230317273795535,631
Battery_002,37,49.45468287422014,0.5453171257798601,98.90936574844028,0.015558083727260077,0.0005580837272600777,26.701503470735755,358.5614611423807,82.41208014615007,30.682249694525602,96.52442775141614,98.90936574844028,0.0150555,37,0.043478260869565216,630
Battery_002,38,49.41638990536421,0.5836100946357874,98.83277981072843,0.015565437107368737,0.0005654371073687374,25.651195160718398,358.7560816132997,83.9368704033726,29.97817377562084,94.66383998992113,98.83277981072843,0.015057,38,0.04465334900117509,627
Battery_002,39,49.415958675974274,0.5840413240257263,98.83191735194855,0.0155895299484468,0.0005895299484468004,25.96644570811923,358.93439238258014,90.32692759417034,32.65187886901873,93.55803984104557,98.83191735194855,0.015058499999999999,39,0.045828437132784956,627
Battery_002,40,49.366291986003326,0.6337080139966744,98.73258397200665,0.015608477398146919,0.0006084773981469196,27.817279192750398,358.51319733567726,80.39403873266262,30.154947118628243,94.7412454717976,98.73258397200665,0.015059999999999999,40,0.04700352526439483,624
Battery_002,41,49.35818257026488,0.64181742973512,98.71636514052976,0.015619200834925448,0.0006192008349254485,26.249039396825577,358.9279922365631,62.12115234642956,32.012106461465365,93.64724222289392,98.71636514052976,0.015061499999999999,41,0.0481786133960047,623
Battery_002,42,49.350050228502276,0.6499497714977238,98.70010045700455,0.015630438109617208,0.0006304381096172082,33.26230122176118,358.87156659035935,28.623982406648622,29.702071263830792,95.19019209694443,98.70010045700455,0.015063,42,0.04935370152761457,623
Battery_002,43,49.324014976375395,0.6759850236246052,98.64802995275079,0.015649155512205727,0.0006491555122057277,26.234393569183457,359.6393571453416,68.82291781498006,29.73700796331906,95.05969726169226,98.64802995275079,0.0150645,43,0.05052878965922444,621
Battery_002,44,49.3369077906257,0.6630922093742981,98.6738155812514,0.01565965988594107,0.0006596598859410704,30.4824677737097,359.2779565083132,40.20154066608545,32.63221380084946,95.18193002250678,98.6738155812514,0.015066,44,0.05170387779083431,622
Battery_002,45,49.35158528218059,0.6484147178194135,98.70317056436117,0.01567030150790213,0.0006703015079021317,26.76760196446703,358.81480058560436,60.84736305040494,32.951112454262045,94.22966434146618,98.70317056436117,0.0150675,45,0.052878965922444184,623
Battery_002,46,49.33564430978131,0.6643556902186916,98.67128861956262,0.015686285706074662,0.0006862857060746623,21.429054398412624,358.42872243753146,84.63826365124895,30.012689226643257,91.39500259070122,98.67128861956262,0.015068999999999999,46,0.05405405405405406,622
